itemId,category,name,rating,reviewContent,sentiment
100086255,beli-harddisk-eksternal,Kurniawan,5.0,"TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",Positive
100086255,beli-harddisk-eksternal,Adi h.,5.0,,Positive
100086255,beli-harddisk-eksternal,hanif s.,5.0,Cuma butuh waktu 12 jam unit tiba.. thks,Positive
100086255,beli-harddisk-eksternal,Rosana U.,1.0,Mau cicilan gmn caranya6,Negative
100086255,beli-harddisk-eksternal,Lazada Guest,3.0,Nyicil dengan cara mudah prosesnya susah nggak,Neutral
100086255,beli-harddisk-eksternal,Lazada Guest,5.0,Pokonya puas..,Positive
100087269,beli-harddisk-eksternal,Muhammad R.,5.0,"Puas bgt pengiriman sesuai jadwal, barang bagus, packing rapih buat maen game enak bgt hihii, murah lagi, tenkyu lazada",Positive
100087269,beli-harddisk-eksternal,Gani R.,3.0,Saya igin pesan tapi packingnya kalo bisa harus rapih dan aman jadi barang terlindungi. Untuk saat ini bintang 3 nanti kalo barangnya udah diterima dan bagis jadi 5 bintang,Neutral
100094378,beli-harddisk-eksternal,Theodore L.,4.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,3.0,"Saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak ada..hanya keterangan saja di dusnya bahwa barang ini Original Resmi Indonesia Bergaransi ..dengan diberi nomor telpon Service Centernya.... Memory yang tersedia ternyata juga tidak sampai 2 TB tetapi 1.81 TB  selisih 0.19 TB ...besar banget selisihnya..tidak mungkin juga terpakai untuk sistemnya sampai begitu banyak...tapi tidak begitu masalah...  Eksternal hardisk ini bekerja bagus, cepat dan  Hadiah hardcase cukup bagus  untuk melindungi barang  ini dari debu dan benturan. Sayangnya saat di registrasi ke Official Webnya WD ternyata Identification Numbernya tidak dikenal..tidak valid...alias barang ini bukan asli..alias KW.. Seller responsif sayangnya tidak memberitahu asli tidaknya barang ini. Pengiriman terhitung cepat..dalam 2 hari barang sudah di tangan.. Mudah2an saja barang ini awet wslaupun tdk original",Neutral
100094942,beli-harddisk-eksternal,Lazada Customer,3.0,barang bagus peking rapih. gua rekomendasikan banget lah klo barangnya.cma sayang pengiriman lama kaya ampas jne dioper sana sini barang gua ga ga muncul2 harus di komplen dlu cs ny kali baru ngerti. mending buat pengiriman lain deh lbi bgus,Neutral
100094942,beli-harddisk-eksternal,Dovicky A.,5.0,"Mantab, speed konsisten, total size asli 1.81gb, pas. Sejauh ini masih normal digunakan. Nice job seller n Lazada 👍🏻",Positive
100094942,beli-harddisk-eksternal,Ruli W.,1.0,"barang belum terima....pihak lazada bilang sidah diterima. cek di JNE lhoksukon aceh utara barang tidak ada...ada masalah, petigasnya tdk ramah, dan tdk ada solusk. mana yg benar. email ke CS JNE sama CS Lazada tdk ada reapon. bagaimana nasih barang saya harga 1 jt an",Negative
100094942,beli-harddisk-eksternal,Keong I.,5.0,Smuanya mntap..,Positive
100094942,beli-harddisk-eksternal,Yuli S.,5.0,"pengiriman cepat, hr ini kirin lusa udh terima. packing rapi pake bubble jg. kwalitas product oke. Tq.",Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,denys T.,5.0,Saya rekomendasikan beli disini,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Rusli C.,5.0,sudah sampaiii,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,"warna sesuai pesanan, spek persis, ok dah",Positive
100094942,beli-harddisk-eksternal,faesal K.,4.0,"thanks, respon cepat Hdd Ext 2TB sampai sesuai pesanan.",Positive
100094942,beli-harddisk-eksternal,Rahmat M.,5.0,"Original, Packing rapi.",Positive
100094942,beli-harddisk-eksternal,tetty N.,5.0,Barang good condition and delivery ok,Positive
100094942,beli-harddisk-eksternal,Tias A.,1.0,,Negative
100094942,beli-harddisk-eksternal,Januar A.,5.0,,Positive
100094942,beli-harddisk-eksternal,Elida S.,5.0,,Positive
100094942,beli-harddisk-eksternal,saepudin,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,mantap,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Yusuf W.,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,yudho S.,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Benivan J.,5.0,,Positive
100094942,beli-harddisk-eksternal,Ervan I.,5.0,,Positive
100094942,beli-harddisk-eksternal,Albert A.,5.0,barang oke,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Andhy H.,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,4.0,,Positive
100094942,beli-harddisk-eksternal,Arif W.,5.0,,Positive
100094942,beli-harddisk-eksternal,Bill L.,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100094942,beli-harddisk-eksternal,Winnie K.,5.0,,Positive
100094942,beli-harddisk-eksternal,Herda W.,5.0,,Positive
100110786,beli-harddisk-eksternal,Vian B.,4.0,"Foto produk sesuai dengan asli. Warna birunya bagus. Saya pesan, dan bayar produk ini pada tanggal 21 Oktober 2018, dan produk ini datang pada tanggal 23 Oktober 2018 dalam kondisi baik, dan berfungsi untuk Macbook Pro saya meskipun saya harus format dahulu. Saya mendapat bonus poket untuk external HDD saya ini. Mudah-mudahan produk ini awet. Terima kasih Lazada.",Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,"Packing rapi dan pengiriman tepat waktu. Sejauh ini berfungsi dengan baik, harapannya semoga awet ni barang🙏",Positive
100110786,beli-harddisk-eksternal,Deni A.,5.0,"Barangnya bagus, kecil/compaq, dan packing baik",Positive
100110786,beli-harddisk-eksternal,Thomas D.,5.0,good Product with reasonable Price,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,arisp,5.0,,Positive
100110786,beli-harddisk-eksternal,Ahmad H.,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,emilham M.,5.0,,Positive
100110786,beli-harddisk-eksternal,Fan T.,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,Aaron,4.0,,Positive
100110786,beli-harddisk-eksternal,Riky P.,5.0,,Positive
100110786,beli-harddisk-eksternal,njoo H.,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,sanriko,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,Suyudi S.,5.0,,Positive
100110786,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100110786,beli-harddisk-eksternal,Philip D.,5.0,,Positive
100111226,beli-harddisk-eksternal,Juventia D.,5.0,,Positive
100125285,beli-harddisk-eksternal,Indra P.,5.0,"Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yg kurang puas di segi kecepatan transfer hanya mentok di 9-10 Mb/s",Positive
100125285,beli-harddisk-eksternal,jhonay,1.0,"Gmn nih lazada saya liat iklannya flashdisk tapi yg dikirim koq malah flashdrive,,,,mohon penjelasannya,,barang sdh saya buka.....saya br x ini kecewa",Negative
100125285,beli-harddisk-eksternal,Eko p.,5.0,"Smua yang di ulasan bener smua apa mreka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",Positive
100125285,beli-harddisk-eksternal,Nyoman A.,5.0,"barang sdh diterima, pengirimannya cepat, data yg terbaca 29.1GB (iya karena space 32GB tdk terbaca 32GB full) terima kasih atas fast responnya, n barangnya ori.",Positive
100125285,beli-harddisk-eksternal,Dede R.,5.0,"Pengiriman cepet  , tapi tranfer failnya lemot",Positive
100125285,beli-harddisk-eksternal,Abdul R.,4.0,flashdisknya bagus tapi jatoh sama teman akhirnya rusak untuk mengeluarkan nya,Positive
100125285,beli-harddisk-eksternal,Lazada Customer,5.0,"Cepet sampai, barang asli, bagus lah. Thanks LAZADA",Positive
100125285,beli-harddisk-eksternal,Adriyansyah,5.0,BARANG CEPAT CUMA 2 HARI GARANSI RESMI MANTABB,Positive
100125285,beli-harddisk-eksternal,Hofur S.,4.0,"Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",Positive
100125285,beli-harddisk-eksternal,Isnaini,5.0,Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,Positive
100125285,beli-harddisk-eksternal,Rio S.,5.0,"Barang bagus, pertahankan",Positive
100125285,beli-harddisk-eksternal,SAFAR,4.0,"Barangnya sudah saya terima , kondisi sangat baik  Trimakasih Lazada",Positive
100125285,beli-harddisk-eksternal,Ega D.,4.0,Produk oke dan Original by Datascrip tapi sayang kapasitas bersihnya 29GB,Positive
100125285,beli-harddisk-eksternal,Meilinda H.,5.0,"pengiriman cepet, barang bagus, transfer data lebih cepat daripada tipe Cruzer Switch",Positive
100125285,beli-harddisk-eksternal,Sayyuda F.,5.0,produk mantap sesuai deskripsi,Positive
100125285,beli-harddisk-eksternal,Auliya E.,5.0,,Positive
100125285,beli-harddisk-eksternal,randy,4.0,,Positive
100125285,beli-harddisk-eksternal,Barnabas A.,5.0,,Positive
100125285,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100125285,beli-harddisk-eksternal,Mujiyono,5.0,,Positive
100125285,beli-harddisk-eksternal,T_rezky,5.0,,Positive
100125285,beli-harddisk-eksternal,Ramadhan W.,5.0,,Positive
100125285,beli-harddisk-eksternal,Ismail,5.0,,Positive
100125285,beli-harddisk-eksternal,Akbar �.,5.0,,Positive
100125285,beli-harddisk-eksternal,Iqbal Z.,5.0,,Positive
100125285,beli-harddisk-eksternal,Ficky,5.0,Good,Positive
100125285,beli-harddisk-eksternal,Niken D.,5.0,,Positive
100125285,beli-harddisk-eksternal,Siti R.,5.0,,Positive
100125285,beli-harddisk-eksternal,Hasan B.,5.0,,Positive
100125294,beli-harddisk-eksternal,Lazada Customer,5.0,produk sesuai pengiriman cepat,Positive
100125294,beli-harddisk-eksternal,David A.,5.0,Produk Bagus,Positive
100125294,beli-harddisk-eksternal,Lazada Customer,5.0,barang sangat bagus trimakasih,Positive
100125294,beli-harddisk-eksternal,Dwi D.,2.0,Barang yg dikirim tidak seperti yang di gambar,Negative
100125294,beli-harddisk-eksternal,Muhammad A.,4.0,Barang yg sampe Cruzer yg biasa tidak sesuai di gambar tapi size-nya 64GB,Positive
100125294,beli-harddisk-eksternal,Tarmudi,5.0,cukup bagus,Positive
100125294,beli-harddisk-eksternal,Nur H.,5.0,,Positive
100125294,beli-harddisk-eksternal,jefi m.,5.0,,Positive
100125294,beli-harddisk-eksternal,Lazada Guest,2.0,Knpa prosesnya lama? Apa gagal atau sya harus pesan lagi,Negative
100125304,beli-harddisk-eksternal,wahid y.,1.0,Barang saya ko gaada ya? Padahal saya ngasih alamatnya bener dan saya cek di situs jnenya alamat tujuannya kok salah? Mohon diperiksa kembali.. saya beli barang bebarengan dengan yang lain yg lainnya udh sampai tapi beli di sini gaada barangnya sampai sekarang..,Negative
100125304,beli-harddisk-eksternal,Lazada Customer,3.0,kecewa alias barang aspal ya lumayan buat isi mp3 sih banyak lagunya,Neutral
100125304,beli-harddisk-eksternal,Dian k.,1.0,"flashdisk 64gb tpi isi cm 2gb,gk bs dipakai",Negative
100125304,beli-harddisk-eksternal,Achmad M.,1.0,Tidak bisa berfungsi menyimpan data,Negative
100125304,beli-harddisk-eksternal,Giacinta,1.0,"Barang tidak pernah sampai yg hitam,yg putih ga bisa dipake",Negative
100125304,beli-harddisk-eksternal,Aysa,1.0,"Pengiriman lama, warna yang dateng putih bukan hitam",Negative
100125304,beli-harddisk-eksternal,ERNI T.,5.0,,Positive
100125304,beli-harddisk-eksternal,jumari,5.0,,Positive
100125304,beli-harddisk-eksternal,Mengulas s.,1.0,"KRN PESANAN TDK SESUAI DENGAN KIRIMANNYA ,DR WARNA SAJA SAYA PESAN HITAM DIKIRM PUTIH DAN TIDAK BISA DIPAKAI DI LABTOP ANAK SAYA . SEHARUSNYA TIDAH SEPERTI ITU YAH",Negative
100125304,beli-harddisk-eksternal,dwi h.,1.0,,Negative
100125311,beli-harddisk-eksternal,ridwan,1.0,"Flashdisk saat dicopy file yg kebaca setengah doang,  ud mana beli 2, saya tertipu pantes g garansi, hati hati untuk yg mau beli",Negative
100125311,beli-harddisk-eksternal,surya a.,1.0,"Ketika barang datang, masih di luar kota. 2 minggubkemudian baru cek barang. Dari awal muncul pertanyaan karena di pembungkusnya sendiri tulisannya toshiba kapasitas 8 GB, sedangkan di Flashdisk memang tertulis 64 GB. Setelah dicoba untuk kopi file, ternyata banyak yang failed. Dan yang berhasil dikopi ternyata juga tidak dapat dibuka. Sepertinya ini hanyalah produk gagal buatan OEM yang dibuat asal-asalan untuk dijual murah. Dan pihak toko terlanjur membeli dalam jumlah banyak kemudian berusaha menjual dengan segala cara.",Negative
100125311,beli-harddisk-eksternal,dhini m.,1.0,rusak gk bisa dipakai 😢 kapok,Negative
100125311,beli-harddisk-eksternal,Adha S.,1.0,Ga bisa dipakai...,Negative
100125311,beli-harddisk-eksternal,Fernando,1.0,Barangnya lama sekali,Negative
100125311,beli-harddisk-eksternal,Nurwanto,5.0,,Positive
100125311,beli-harddisk-eksternal,Muhammad B.,5.0,,Positive
100125311,beli-harddisk-eksternal,Sonny H.,1.0,,Negative
100133210,beli-harddisk-eksternal,Helmy A.,1.0,"produk jauh dari yang diharapkan, sangat kecewa.",Negative
100133210,beli-harddisk-eksternal,Niar Q.,5.0,,Positive
100133210,beli-harddisk-eksternal,Tri P.,3.0,,Neutral
100139725,beli-harddisk-eksternal,Lazada Customer,1.0,Kok dapet nya warna biru,Negative
100139725,beli-harddisk-eksternal,ayu,5.0,,Positive
100154846,beli-harddisk-eksternal,aryadi,5.0,"Barang diterima cepat, seller n lazada pelayanan bagus.. kemasan rapi kasih plastik tebal lagi, good.. tvnya cakep sesuai gambar n speknya, display cukuplah sesuai.. sempat ada baut casing lepas dikencangkan ternyata bisa,,  recomended buat yang nyari.. :)",Positive
100154846,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100154846,beli-harddisk-eksternal,Amira R.,4.0,Ini tv jg bs jadi monitor pc kan?,Positive
100154897,beli-harddisk-eksternal,Lazada Guest,5.0,Boleh kredit bang,Positive
100169437,beli-harddisk-eksternal,Liana,5.0,1 HARI ORDER BESOK LANGSUNG SAMPAI FAST RESPON FAST SELLER,Positive
100169437,beli-harddisk-eksternal,Liana,5.0,biar bintang yang berbicara,Positive
100169437,beli-harddisk-eksternal,Kusnadi,5.0,bagus barangnya⭐⭐⭐⭐⭐,Positive
100169437,beli-harddisk-eksternal,Kusnadi,5.0,Mantab.... Reseller nya... Pengiriman cepat dan pakingan ok... Thank's... Reseller dan lazada... Sukses selalu.... Buat reseller dan lazada....,Positive
100169437,beli-harddisk-eksternal,Chandra,5.0,,Positive
100169437,beli-harddisk-eksternal,Hendra C.,5.0,,Positive
100183475,beli-harddisk-eksternal,Lazada Customer,5.0,"packing dan barangnya Ok, namun bonus pouch ukurannya terlalu kecil untuk tempat hardisk nya",Positive
100183475,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100183475,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100183475,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100183475,beli-harddisk-eksternal,agung s.,5.0,,Positive
100184344,beli-harddisk-eksternal,Wisnu V.,2.0,"Pengiriman cepat. Kualitas gambar bagus, terutama kualitas suaranya oke. DVB T2 berfungsi baik. Cuma remote ada yg error. Tombol source tidak fungsi, jd kalau mau ganti ke usb, hdmi atau lainnya mesti pencet tombol fisik di tvnya. Sudah minta ganti ke seller, malah disuruh contact Aquanya. Kata Aqua kalau remote rusak dan baru beli bisa minta ganti ke tokonya. Ribet deh dipingpong...😤",Negative
100184344,beli-harddisk-eksternal,Sindar J.,3.0,,Neutral
100191938,beli-harddisk-eksternal,Desy N.,3.0,Ini layar sentuh bukan yah?,Neutral
100191938,beli-harddisk-eksternal,juliyana,1.0,Saya pesan uang sdah d transfer tapi barng tdk sampai,Negative
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,lazada.co.id,5.0,"Hi. Sist/Gan, Stocknya.. Masih Ready.? INFORMASI PRODUK KAMI.! Silahkan chat +add: WhatsApp : 0852-5468-9727 √◎ Respon cepat, Aman & Terpercaya. √◎ Pengiriman VIA : JNE & TIKI. ,?SELLER Resmi LAZADA.! Terima Kasih.",Positive
100191938,beli-harddisk-eksternal,Kalina,5.0,"Untuk info buat pelanggan setia kami di karenakan lazada slow respon cepat aman dan terpercaya,kami buka orderan pemesanan beli 1 garatis 1 melalui via whatsapp/wa:085250720044",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Haji A.,5.0,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",Positive
100191938,beli-harddisk-eksternal,Lazada Guest,1.0,Klu cicilan gmn cranya yah,Negative
100191938,beli-harddisk-eksternal,Lazada Guest,4.0,Saya dari Sumba Timur-Waingapu...,Positive
100191938,beli-harddisk-eksternal,Lazada Guest,5.0,Cara.. Kredit nya bagaimana,Positive
100191938,beli-harddisk-eksternal,Lazada Guest,3.0,Bisa di cicil gak,Neutral
100191938,beli-harddisk-eksternal,Lazada Guest,5.0,Laptop nya bagus,Positive
100191938,beli-harddisk-eksternal,zalwa,5.0,,Positive
100191938,beli-harddisk-eksternal,Lazada Guest,1.0,Tidak bisa di kurangi ya biar jadi 1.000000,Negative
100191938,beli-harddisk-eksternal,Ad,3.0,Ini berapa inci ya layarnya,Neutral
100191938,beli-harddisk-eksternal,Lazada Guest,1.0,Ini bayar di tempat apa tidak?,Negative
100191938,beli-harddisk-eksternal,Lazada Guest,3.0,Bayar ditempat?,Neutral
100191938,beli-harddisk-eksternal,Lazada Guest,1.0,Caranya gmn ya,Negative
100191938,beli-harddisk-eksternal,Lazada Guest,4.0,Rizi,Positive
100191956,beli-harddisk-eksternal,Eko S.,5.0,,Positive
100192021,beli-harddisk-eksternal,joko b.,1.0,"Ditulis khusus jabodetabek,tp tersedia diwilyah lampung... dibeli tp dicancel krn diluar daerah. Klo gk bisa harusnya dtulis tdk tersedia diwil.anda..",Negative
100192021,beli-harddisk-eksternal,Nursih H.,3.0,Gmana caranya klw mau ikut kredit di lazada...??,Neutral
100192021,beli-harddisk-eksternal,Yulia,1.0,Bisa kiri. Ke kota blitar tidak?!,Negative
100192021,beli-harddisk-eksternal,Lazada Guest,2.0,Klw.di kirim k karawang bisa gak?,Negative
100198730,beli-harddisk-eksternal,Fitra R.,2.0,Gambarnya tidak keliatan,Negative
100213091,beli-harddisk-eksternal,Putu R.,5.0,,Positive
100213091,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100216044,beli-harddisk-eksternal,Lazada Customer,5.0,"Terimakasih, barang nya memuaskan semoga awet juga",Positive
100216044,beli-harddisk-eksternal,Sutan,5.0,,Positive
100216044,beli-harddisk-eksternal,Paris S.,5.0,,Positive
100216044,beli-harddisk-eksternal,Suwito W.,5.0,,Positive
100216044,beli-harddisk-eksternal,Santi D.,5.0,Mantuulll,Positive
100216044,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100216044,beli-harddisk-eksternal,Aliks A.,4.0,,Positive
100235496,beli-harddisk-eksternal,Viqri H.,5.0,"Makasih gan,tapi produk nya saya mesen yang 16GB dateng nya mlh yang 32GB,mungkin slh masukin produk",Positive
100235496,beli-harddisk-eksternal,VIDIFFA F.,5.0,,Positive
100235739,beli-harddisk-eksternal,Lazada Customer,5.0,alhamdulillah ....puas.wlau pengirimannya   hmpr mlm...tpi semuanya ok.,Positive
100235739,beli-harddisk-eksternal,Mujari,5.0,"Barangnya bagus,suara dan gambar jernih mudah mudahan awet,pengepakanya rapi,datang tepat waktu,kurirnya juga ramah.makasih Lazadd",Positive
100235739,beli-harddisk-eksternal,Salman A.,5.0,"Barang cukup memuaskan, seller responsif,packing aman karena dari kayu yah.. tpi pengirimannya agak sedikit lama, tpi its ok, yang penting barang sudah sampai",Positive
100235739,beli-harddisk-eksternal,Herdy S.,5.0,"Packing rapih dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung dateng). Pokonya seller recommended, dari segi harga juga bersaing. :) ;) :D",Positive
100235739,beli-harddisk-eksternal,Herman N.,1.0,"TV nya sudah datang alhamdulillah, amin.",Negative
100235739,beli-harddisk-eksternal,Martha P.,5.0,produknya sesuai dgn gambar... puas bgt,Positive
100235739,beli-harddisk-eksternal,Zelly Y.,5.0,,Positive
100235739,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100235739,beli-harddisk-eksternal,maudi S.,5.0,"tv,a bagus bngt, layar,a jga jernih bngt",Positive
100235739,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100235739,beli-harddisk-eksternal,asyifa S.,5.0,,Positive
100235739,beli-harddisk-eksternal,Silvinurul,5.0,,Positive
100235739,beli-harddisk-eksternal,Myda S.,5.0,"puas sama.produknya, bagus n berkualitas",Positive
100235739,beli-harddisk-eksternal,Dzakira A.,5.0,,Positive
100235739,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100235739,beli-harddisk-eksternal,Diki R.,5.0,,Positive
100235739,beli-harddisk-eksternal,Yuni L.,5.0,,Positive
100235739,beli-harddisk-eksternal,siti K.,5.0,good job,Positive
100235739,beli-harddisk-eksternal,wiwi,4.0,,Positive
100235739,beli-harddisk-eksternal,siti K.,5.0,,Positive
100235739,beli-harddisk-eksternal,Ryan N.,5.0,bgs...,Positive
100235739,beli-harddisk-eksternal,andri S.,5.0,,Positive
100235739,beli-harddisk-eksternal,muhamad A.,5.0,,Positive
100235739,beli-harddisk-eksternal,Sur M.,5.0,Siip,Positive
100235739,beli-harddisk-eksternal,Angga,4.0,,Positive
100235739,beli-harddisk-eksternal,Ferawati D.,5.0,,Positive
100268501,beli-harddisk-eksternal,Chaeira P.,5.0,Aku puas banget sama layanan di Lazada. Pengirimannya cepat. Barangnya juga gak lecet sedikit pun. Terimakasih Lazada....,Positive
100268501,beli-harddisk-eksternal,Lazada Guest,5.0,Min RAM nya emang segitu?,Positive
100305829,beli-harddisk-eksternal,Lazada Customer,5.0,barang asli dan sesuai,Positive
100305829,beli-harddisk-eksternal,Liana,5.0,biar bintang yang berbicara,Positive
100305829,beli-harddisk-eksternal,Didik M.,5.0,,Positive
100306249,beli-harddisk-eksternal,Robby,5.0,"WD My Passport 4TB, harga paling murah dibanding tempat lain (sudah cek online dan offline), barang bagus (sudah di cek total kapasitas 3.64TB), original (bisa di-register ke web WD nya untuk garansi 3 thn), diberi beberapa software utility free diantaranya WD Security (untuk protect HD agar tdk bisa dibuka orang lain) dan ada bonus pouch, lumayan buat tempat HD nya. :)",Positive
100306249,beli-harddisk-eksternal,Hendra C.,5.0,,Positive
100309395,beli-harddisk-eksternal,Saki,5.0,"Order Mi Notebook Air Gold 12.5 inch sampai sesuai harapan. Barangnya asli, packagingnya aman, bagus, sellernya informatif, cepat dikirimnya dan sudah ready terinstall dengan windows 10 english version. Terima kasih banyak seller :)",Positive
100309395,beli-harddisk-eksternal,Sonny G.,5.0,"Pengiriman barang ternyata sangat cepat. Hari ke-2 barang sudah diterima dalam keadaan baik. Packing rapih dan setelah dicek, laptop bekerja sesuai harapan. Terima kasih atas layanannya yang sangat baik",Positive
100309395,beli-harddisk-eksternal,Lazada Guest,5.0,"Pengirimannya benar-benar top, packingnya rapi dan aman. Barangnya oke..Windowsnya udah pakai Win 10 English version... Top deh...",Positive
100309395,beli-harddisk-eksternal,Candra H.,5.0,Lebih keren dari perkiraan awal.. Windows 10 sudah dikonfersi ke bahasa inggris.. Mantab..,Positive
100309395,beli-harddisk-eksternal,PASKALIS V.,5.0,,Positive
100309395,beli-harddisk-eksternal,Eddy H.,5.0,,Positive
100309395,beli-harddisk-eksternal,Lazada Guest,5.0,Gan kok gak dapat di kirm ke NAD. Disitu tertulis barang ini tidak dapat di kirim ke lokasi anda,Positive
100309395,beli-harddisk-eksternal,IVO S.,5.0,"Mbak/ mas kabari ya barang kalau udah ready stok, saya rencana mau order. Mkasih",Positive
100310127,beli-harddisk-eksternal,Miranda G.,5.0,Pelayanannya baik,Positive
100310127,beli-harddisk-eksternal,Dessy P.,5.0,,Positive
100338045,beli-harddisk-eksternal,Muhammad A.,5.0,,Positive
100338987,beli-harddisk-eksternal,Setyo W.,5.0,Pengiriman cepat barang di terima dengan baik dan lengkap langsung coba... dapat bonus USB LED dll. Recommended Seller,Positive
100338987,beli-harddisk-eksternal,Fardyan C.,5.0,"Barang bagus, awet sampai sekarang",Positive
100338987,beli-harddisk-eksternal,U S.,5.0,"pemasangan anti virus oleh pihak WD secara online, dibantu memasang juga, mantap #Lazadaterpercaya",Positive
100338987,beli-harddisk-eksternal,Lia N.,3.0,"Pengiriman cpt smp.  Produk bagus, sesuai gambar. Trims...",Neutral
100338987,beli-harddisk-eksternal,Kurnia R.,5.0,,Positive
100339807,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100339807,beli-harddisk-eksternal,Aditya F.,4.0,"Saya kira antivirusnya ada kasetnya, eh ternyata cuma dikasih nomor serial disuruh download sendiri. Overall bagus lah, pengiriman cepat cuma 1 hari datang",Positive
